Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Duration_format,Genre_format,Producers_format,Studios_format
Zetman,6.89,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TV,13,"TV Asahi, Asatsu DK, YTV, Toho, Sakura Create, TMS Music",TMS Entertainment,Manga,24 min. per ep.,24,Action,TV Asahi,TMS Entertainment
Danshi Koukousei no Nichijou,8.28,"Slice of Life, Comedy, School",TV,12,"TV Tokyo, Square Enix, Trinity Sound, Happinet Pictures",Sunrise,Web manga,24 min. per ep.,24,Comedy,TV Tokyo,Sunrise
Queen's Blade: Rebellion,6.32,"Action, Adventure, Ecchi, Fantasy",TV,12,"Genco, Media Factory, AT-X, Hobby Japan",Arms,Other,24 min. per ep.,24,Action,AT-X,Arms
Cipher,4.72,"Drama, Music",OVA,1,Victor Entertainment,Magic Bus,Manga,26 min.,26,Drama,Victor Entertainment,Magic Bus
Kokoro Connect,7.82,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",TV,13,"Starchild Records, Enterbrain",SILVER LINK.,Light novel,24 min. per ep.,24,Comedy,Starchild Records,SILVER LINK.
The iDOLM@STER: 765 Pro to Iu Monogatari,7.47,"Music, Comedy, Drama",Special,1,Aniplex,A-1 Pictures,Game,24 min.,24,Comedy,Aniplex,A-1 Pictures
Oda Nobuna no Yabou,7.46,"Comedy, Historical, Romance",TV,12,"Pony Canyon, AT-X, KlockWorx, SoftBank Creative","Madhouse, Studio Gokumi",Light novel,24 min. per ep.,24,Comedy,AT-X,Madhouse
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.23,"Psychological, Drama, Magic, Thriller",Movie,1,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,Original,2 hr. 10 min.,130,Drama,Aniplex,Shaft
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,"Drama, Magic, Psychological, Thriller",Movie,1,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,Original,1 hr. 49 min.,109,Drama,Aniplex,Shaft
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.44,"Mystery, Psychological, Drama, Magic, Thriller",Movie,1,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,Original,1 hr. 56 min.,116,Drama,Aniplex,Shaft
Tsundere Inran Shoujo Sukumi,6.55,Hentai,OVA,2,"DAX Production, Media Bank",Studio 9 MAiami,Visual novel,17 min. per ep.,17,Hentai,DAX Production,Studio 9 MAiami
Tiger & Bunny Movie 1: The Beginning,7.44,"Action, Super Power, Comedy, Mystery",Movie,1,Tohokushinsha Film Corporation,Sunrise,Original,1 hr. 33 min.,93,Comedy,Tohokushinsha Film Corporation,Sunrise
Poyopoyo Kansatsu Nikki,7.68,"Slice of Life, Comedy, Seinen",TV,52,"DAX Production, Dream Creation, Möbius Tone",Studio Deen,4-koma manga,3 min. per ep.,3,Comedy,DAX Production,Studio Deen
Uchuu Senkan Yamato 2199,8.37,"Action, Military, Sci-Fi, Space, Drama",OVA,26,"Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment","Xebec, AIC",Original,25 min. per ep.,25,Action,Lantis,AIC
Kingdom,8.04,"Action, Historical, Military, Seinen",TV,38,NHK,Studio Pierrot,Manga,25 min. per ep.,25,Action,NHK,Studio Pierrot
Fairy Tail Movie 1: Houou no Miko,7.41,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,"TV Tokyo, Dentsu","Satelight, A-1 Pictures",Manga,1 hr. 26 min.,86,Comedy,TV Tokyo,A-1 Pictures
Mardock Scramble: The Third Exhaust,7.45,"Action, Psychological, Sci-Fi",Movie,1,"Aniplex, Starchild Records",GoHands,Novel,1 hr. 8 min.,68,Action,Aniplex,GoHands
Brandish,6.71,"Hentai, Demons, Supernatural",OVA,2,Mary Jane,Studio Eromatick,Manga,17 min. per ep.,17,Supernatural,Mary Jane,Studio Eromatick
Otome Dori,5.68,Hentai,OVA,2,Mary Jane,Seven,Manga,20 min. per ep.,20,Hentai,Mary Jane,Seven
Injuu Seisen XX,5.55,"Action, Hentai, Supernatural",OVA,4,Daiei,Arms,Original,27 min. per ep.,27,Action,Daiei,Arms
Queen's Blade OVA Specials,6.09,"Action, Adventure, Ecchi, Fantasy",Special,2,"Genco, Media Factory, Hobby Japan",Arms,Other,20 min. per ep.,20,Action,Genco,Arms
Rurouni Kenshin Special,7.34,"Action, Historical, Romance, Samurai, Shounen",Special,1,"SME Visual Works, Fuji TV",Studio Deen,Manga,25 min.,25,Action,Fuji TV,Studio Deen
Hajime no Ippo: Boxer no Kobushi,8.11,"Comedy, Drama, Shounen, Sports",Special,1,VAP,Madhouse,Manga,23 min.,23,Comedy,VAP,Madhouse
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.92,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment",Studio 4°C,Manga,1 hr. 32 min.,92,Action,Good Smile Company,Studio 4°C
Berserk: Ougon Jidai-hen III - Kourin,8.21,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment",Studio 4°C,Manga,1 hr. 50 min.,110,Action,Good Smile Company,Studio 4°C
Natsu-iro Kiseki,7.02,"School, Slice of Life, Supernatural",TV,12,"Aniplex, Lantis, Mainichi Broadcasting System, Atelier Musa, Music Ray'n",Sunrise,Original,24 min. per ep.,24,School,Aniplex,Sunrise
Yurumates 3D,6.3,"Slice of Life, Comedy, Seinen",TV,13,"DAX Production, Takeshobo, Right Gauge, Dwango Music Entertainment",C2C,4-koma manga,3 min. per ep.,3,Comedy,DAX Production,C2C
Kaze no Matasaburou,5.79,"Slice of Life, Kids, Fantasy",OVA,1,Konami,Madhouse,Novel,29 min.,29,Fantasy,Konami,Madhouse
AKB0048,7.39,"Music, Sci-Fi",TV,13,"Starchild Records, Magic Capsule, GANSIS",Satelight,Original,23 min. per ep.,23,Sci-Fi,Starchild Records,Satelight
Busou Chuugakusei: Basket Army,5.74,"Action, Military",ONA,5,"Enterbrain, StudioRF Inc.",Asread,Manga,4 min. per ep.,4,Action,Enterbrain,Asread
Koi to Senkyo to Chocolate,7.09,"Drama, Romance, School",TV,12,"Aniplex, Lantis, TBS, Magic Capsule",AIC Build,Visual novel,25 min. per ep.,25,Drama,Aniplex,AIC Build
Carnival Phantasm EX Season,7.48,"Comedy, Supernatural",OVA,1,Notes,Lerche,Manga,20 min.,20,Comedy,Notes,Lerche
Hyouka,8.14,"Mystery, School, Slice of Life",TV,22,"Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do",Kyoto Animation,Novel,25 min. per ep.,25,School,Lantis,Kyoto Animation
Smile Precure!,6.74,"Action, Magic, Fantasy, Shoujo",TV,48,Saban Brands,Toei Animation,Original,24 min. per ep.,24,Action,Saban Brands,Toei Animation
Precure All Stars Movie New Stage: Mirai no Tomodachi,7.11,"Fantasy, Magic, Shoujo",Movie,1,Marvelous AQL,Toei Animation,Original,1 hr. 13 min.,73,Fantasy,Marvelous AQL,Toei Animation
Carnival Phantasm: Illya-jou,6.92,"Parody, Comedy",Special,1,Notes,Lerche,Visual novel,8 min.,8,Comedy,Notes,Lerche
Rinne no Lagrange Season 2,6.99,"Action, Comedy, Mecha, Sci-Fi",TV,12,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",Xebec,Original,24 min. per ep.,24,Comedy,Bandai Visual,Xebec
Acchi Kocchi (TV),7.51,"Slice of Life, Comedy, Romance, School",TV,12,"Pony Canyon, TBS, DAX Production, BS-TBS, Jumondo, Houbunsha",AIC,4-koma manga,25 min. per ep.,25,Comedy,Pony Canyon,AIC
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,7.05,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,"Lantis, AT-X, Barnum Studio, Magic Capsule, Warner Bros. Japan, KlockWorx, Shueisha, Bulls Eye",Diomedéa,Light novel,24 min. per ep.,24,Comedy,Lantis,Diomedéa
Upotte!!,6.51,"Action, Comedy, Military, Seinen",ONA,10,"DAX Production, Nippon Columbia",Xebec,Manga,24 min. per ep.,24,Comedy,DAX Production,Xebec
Thermae Romae,7.02,"Comedy, Historical, Seinen",TV,3,"Dentsu, Fuji TV, Toho, Sony Music Entertainment","Gonzo, DLE",Manga,24 min. per ep.,24,Comedy,Dentsu,Gonzo
Dirty Pair Flash 2,6.66,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,5,VAP,Sunrise,Light novel,27 min. per ep.,27,Comedy,VAP,Sunrise
Dirty Pair Flash 3,6.56,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,5,VAP,Sunrise,Light novel,27 min. per ep.,27,Comedy,VAP,Sunrise
Ookami Kodomo no Ame to Yuki,8.64,"Fantasy, Slice of Life",Movie,1,"Madhouse, VAP, Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Hiroshima Television",Studio Chizu,Original,1 hr. 57 min.,117,Fantasy,Dentsu,Studio Chizu
Bakuman. 3rd Season,8.58,"Comedy, Drama, Romance, Shounen",TV,25,"NHK, Shueisha",J.C.Staff,Manga,24 min. per ep.,24,Comedy,Shueisha,J.C.Staff
Shining Hearts: Shiawase no Pan,6.15,"Action, Fantasy",TV,12,"Avex Entertainment, Sega, DAX Production, Volks",Production I.G,Game,24 min. per ep.,24,Action,DAX Production,Production I.G
Oyako Club,5.6,"Slice of Life, Comedy",TV,1818,Fuji TV,Eiken,Original,5 min. per ep.,5,Comedy,Fuji TV,Eiken
Yuru Yuri♪♪,7.85,"Slice of Life, Comedy, School, Shoujo Ai",TV,12,"Sotsu, Pony Canyon, DAX Production",Doga Kobo,Manga,23 min. per ep.,23,Comedy,Sotsu,Doga Kobo
Jormungand,7.85,"Action, Adventure, Seinen",TV,12,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions",White Fox,Manga,24 min. per ep.,24,Action,Geneon Universal Entertainment,White Fox
Uchuu Kyoudai,8.52,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,"Aniplex, Dentsu, YTV, Trinity Sound",A-1 Pictures,Manga,24 min. per ep.,24,Comedy,Aniplex,A-1 Pictures
Yuri Seijin Naoko-san (2012),6.5,"Comedy, Shoujo Ai",OVA,1,Aniplex,ufotable,Manga,28 min.,28,Comedy,Aniplex,ufotable
Tasogare Otome x Amnesia,7.86,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,"Square Enix, Media Factory",SILVER LINK.,Manga,23 min. per ep.,23,Romance,Media Factory,SILVER LINK.
Ben-To Picture Drama,6.11,Comedy,Special,6,AT-X,David Production,Light novel,9 min. per ep.,9,Comedy,AT-X,David Production
Hiiro no Kakera,6.74,"Fantasy, Romance, Shoujo, Supernatural",TV,13,"Bandai Visual, Lantis, YTV, DAX Production, Enterbrain",Studio Deen,Visual novel,24 min. per ep.,24,Fantasy,Lantis,Studio Deen
Nazo no Kanojo X,7.25,"Romance, School, Seinen",TV,13,"Starchild Records, Kodansha, Yomiuri Advertising, Atelier Musa",Hoods Entertainment,Manga,24 min. per ep.,24,Romance,Kodansha,Hoods Entertainment
Eureka Seven AO,6.7,"Action, Adventure, Drama, Mecha, Sci-Fi",TV,24,"Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Games, Sammy, Hakuhodo DY Media Partners, Bandai Channel",Bones,Manga,24 min. per ep.,24,Action,Bandai Visual,Bones
Sakasama no Patema,8.05,"Adventure, Sci-Fi",Movie,1,"Directions, Asmik Ace, Good Smile Company","Studio Rikka, Purple Cow Studio Japan",Original,1 hr. 39 min.,99,Sci-Fi,Good Smile Company,Studio Rikka
Gregory Horror Show: The Second Guest,6.64,"Mystery, Comedy, Horror, Demons, Supernatural",TV,25,"VAP, TV Asahi",Milky Cartoon,Original,3 min. per ep.,3,Comedy,VAP,Milky Cartoon
Gregory Horror Show: The Last Train,6.3,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire",TV,26,"VAP, TV Asahi",Milky Cartoon,Original,3 min. per ep.,3,Comedy,VAP,Milky Cartoon
Gregory Horror Show: The Bloody Karte,5.79,"Mystery, Comedy, Horror, Demons, Supernatural",Special,12,"VAP, TV Asahi",Milky Cartoon,Original,3 min. per ep.,3,Comedy,VAP,Milky Cartoon
Kyoukaisenjou no Horizon II,7.55,"Action, Fantasy, Sci-Fi",TV,13,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sunrise,Light novel,24 min. per ep.,24,Action,Lantis,Sunrise
Sakamichi no Apollon,8.36,"Drama, Josei, Music, Romance, School",TV,12,"Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment","Tezuka Productions, MAPPA",Manga,22 min. per ep.,22,Drama,Dentsu,MAPPA
"Dakara Boku wa, H ga Dekinai.",6.64,"Comedy, Supernatural, Romance, Ecchi",TV,12,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",feel.,Light novel,25 min. per ep.,25,Comedy,Lantis,feel.
Fate/Prototype,6.73,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",OVA,1,Notes,Lerche,Original,12 min.,12,Action,Notes,Lerche
Asa made Jugyou Chu!,6.13,"Comedy, Ecchi, Romance, School",OVA,1,Media Factory,GoHands,Manga,29 min.,29,Comedy,Media Factory,GoHands
Ijime: Ikenie no Kyoushitsu,5.21,"Drama, Shoujo",OVA,1,Shogakukan-Shueisha Productions,SynergySP,Manga,14 min.,14,Drama,Shogakukan-Shueisha Productions,SynergySP
Sengoku Collection,6.44,"Fantasy, Parody, Samurai",TV,26,"TV Tokyo, Nihon Ad Systems, ZERO-A",Brain's Base,Game,24 min. per ep.,24,Fantasy,TV Tokyo,Brain's Base
"Mogyutto ""Love"" de Sekkinchuu!",7.21,Music,Music,1,Lantis,Sunrise,Music,6 min.,6,Music,Lantis,Sunrise
Pokemon Movie 15: Kyurem vs. Seikenshi,6.44,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,"TV Tokyo, Shogakukan-Shueisha Productions, Toho, Studio Jack",OLM,Game,1 hr. 11 min.,71,Comedy,TV Tokyo,OLM
Ozma,6.11,"Action, Sci-Fi, Adventure",TV,6,"WOWOW, Pony Canyon, Planet, Viki, Slow Curve, Cyclone Graphics","Gonzo, LandQ studios",Original,24 min. per ep.,24,Action,Pony Canyon,Gonzo
Joshiraku,7.49,"Slice of Life, Comedy, Shounen",TV,13,"Starchild Records, Mainichi Broadcasting System, Kodansha, KlockWorx",J.C.Staff,Manga,24 min. per ep.,24,Comedy,KlockWorx,J.C.Staff
Kiss Dum R: Meguriahi,6.15,"Mecha, Military, Sci-Fi",Special,1,Bandai Visual,Satelight,Original,23 min.,23,Sci-Fi,Bandai Visual,Satelight
Uta no☆Prince-sama♪ Maji Love 2000%,7.25,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,"Showgate, King Records",A-1 Pictures,Visual novel,25 min. per ep.,25,Comedy,Showgate,A-1 Pictures
The Hakkenden: Shin Shou,6.51,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",OVA,7,Pioneer LDC,AIC,Novel,30 min. per ep.,30,Action,Pioneer LDC,AIC
High School DxD OVA,7.3,"Comedy, Demons, Ecchi, Romance, School",OVA,2,"Genco, Lantis, AT-X",TNK,Light novel,23 min. per ep.,23,Comedy,Lantis,TNK
Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,"Action, Game, Mystery, Shounen",TV,25,NHK,Sunrise,Original,25 min. per ep.,25,Action,NHK,Sunrise
Yumemakura Baku Twilight Gekijou,5.68,"Horror, Psychological",OVA,4,Dynamic Planning,"Studio Pierrot, D.A.S.T.",Novel,15 min. per ep.,15,Psychological,Dynamic Planning,Studio Pierrot
Sora no Otoshimono Final: Eternal My Master,6.77,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Movie,1,Nippon Columbia,Production IMS,Manga,49 min.,49,Comedy,Nippon Columbia,Production IMS
Shirokuma Cafe,7.94,"Slice of Life, Comedy, Josei",TV,50,"TV Tokyo, Avex Entertainment",Studio Pierrot,Manga,24 min. per ep.,24,Comedy,TV Tokyo,Studio Pierrot
Star Driver the Movie,6.67,"Action, Mecha, Romance, Shounen",Movie,1,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Bandai Namco Entertainment",Bones,Original,2 hr. 30 min.,150,Action,Aniplex,Bones
One Piece Film: Z,8.18,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,Shueisha,Toei Animation,Manga,1 hr. 47 min.,107,Comedy,Shueisha,Toei Animation
Ginga e Kickoff!!,7.24,"Sports, Shounen",TV,39,"NHK, Nihon Ad Systems",TYO Animations,Novel,25 min. per ep.,25,Shounen,Nihon Ad Systems,TYO Animations
Dantalian no Shoka: Ibarahime,7.18,"Action, Historical, Mystery",OVA,1,"TV Tokyo, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx",Gainax,Light novel,24 min.,24,Action,TV Tokyo,Gainax
Tsuritama,7.7,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,"Aniplex, Dentsu, Fuji TV, Sakura Create",A-1 Pictures,Original,23 min. per ep.,23,Comedy,Aniplex,A-1 Pictures
Madang-eul Naon Amtalg,7.62,"Adventure, Kids, Drama, Fantasy",Movie,1,"MK Pictures, Myung Films",Odolttogi,Book,1 hr. 33 min.,93,Drama,MK Pictures,Odolttogi
Morita-san wa Mukuchi. Specials,6.45,"Comedy, School, Slice of Life",Special,2,"DAX Production, Takeshobo",Seven,4-koma manga,3 min. per ep.,3,Comedy,DAX Production,Seven
Saint Seiya Omega,6.28,"Action, Adventure, Fantasy, Shounen",TV,97,"Dentsu, TV Asahi",Toei Animation,Manga,23 min. per ep.,23,Action,Dentsu,Toei Animation
AWOL,5.62,"Action, Space, Military, Sci-Fi",TV,12,"BeSTACK, d-rights",Studio Deen,Original,30 min. per ep.,30,Action,d-rights,Studio Deen
Jewelpet Kira☆Deco!,6.66,"Fantasy, Magic, Shoujo",TV,52,"TV Tokyo, Sotsu, Sanrio",Studio Comet,Original,24 min. per ep.,24,Fantasy,TV Tokyo,Studio Comet
Jewelpet Movie: Sweets Dance Princess,6.04,"Fantasy, Magic, Shoujo",Movie,1,"Sotsu, TV Osaka, Sanrio, FuRyu",Studio Comet,Original,1 hr. 3 min.,63,Fantasy,Sotsu,Studio Comet
Arcana Famiglia,6.28,"Action, Harem, Supernatural, Romance, Shoujo",TV,12,"Frontier Works, Movic, Warner Bros. Japan, Showgate",J.C.Staff,Visual novel,24 min. per ep.,24,Action,Movic,J.C.Staff
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,"Action, Comedy, Parody",TV,51,"TV Tokyo, Shueisha",Studio Pierrot,Manga,24 min. per ep.,24,Comedy,TV Tokyo,Studio Pierrot
Arashi no Yoru ni: Himitsu no Tomodachi,6.76,"Adventure, Drama",TV,26,"Bandai Visual, Dentsu, TV Osaka, MediaNet, AT-X, Duckbill Entertainment, Baku Enterprise",Sparky Animation,Book,23 min. per ep.,23,Drama,Bandai Visual,Sparky Animation
Anime Koukyoushi: Jungle Taitei,6.51,"Adventure, Kids, Shounen",OVA,1,Tezuka Productions,Madhouse,Manga,51 min.,51,Adventure,Tezuka Productions,Madhouse
Sankarea OVA,7.25,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Studio Deen,Manga,24 min. per ep.,24,Comedy,Lantis,Studio Deen
Peace Hame!,7.12,Hentai,OVA,6,Queen Bee,Studio 9 MAiami,Manga,20 min. per ep.,20,Hentai,Queen Bee,Studio 9 MAiami
Hakuouki Movie 1: Kyoto Ranbu,7.67,"Action, Historical, Supernatural, Drama, Samurai, Josei",Movie,1,"Geneon Universal Entertainment, Frontier Works, KlockWorx",Studio Deen,Visual novel,1 hr. 35 min.,95,Action,KlockWorx,Studio Deen
Shinsekai yori,8.35,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",TV,25,"Aniplex, TV Asahi, Pony Canyon",A-1 Pictures,Novel,22 min. per ep.,22,Drama,Aniplex,A-1 Pictures
Gakkatsu!,6.5,"Comedy, School",TV,25,Fanworks,NHK,Original,5 min. per ep.,5,Comedy,Fanworks,NHK
Shiba Inuko-san,5.77,Comedy,TV,26,"DAX Production, Takeshobo, Dream Creation",Hotline,Manga,1 min. per ep.,1,Comedy,DAX Production,Hotline
Cardfight!! Vanguard: Asia Circuit-hen,6.84,"Action, Game, Adventure, Demons, Shounen",TV,39,"TV Tokyo, Dentsu, Sotsu, Bushiroad",TMS Entertainment,Original,24 min. per ep.,24,Action,TV Tokyo,TMS Entertainment
Kuromajo-san ga Tooru!!,6.49,"Comedy, Magic, School, Slice of Life",TV,60,NHK,Shin-Ei Animation,Novel,7 min. per ep.,7,Comedy,NHK,Shin-Ei Animation
Hagure Yuusha no Aesthetica,6.89,"Action, Super Power, Ecchi, Fantasy",TV,12,"Genco, Lantis, Media Factory, AT-X, Showgate",Arms,Light novel,24 min. per ep.,24,Action,Lantis,Arms
Furusato Saisei: Nippon no Mukashibanashi,7.0,"Historical, Kids, Supernatural",TV,258,"TV Tokyo, Sony Music Entertainment, Peter Pan Creation",Tomason,Other,24 min. per ep.,24,Supernatural,TV Tokyo,Tomason
Fate/Zero Remix,7.07,"Action, Fantasy, Supernatural",Special,2,"Aniplex, Nitroplus, Aniplex of America",ufotable,Light novel,24 min. per ep.,24,Action,Aniplex,ufotable
Lupin the Third: Mine Fujiko to Iu Onna,7.78,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,"Tohokushinsha Film Corporation, Po10tial, Nippon Television Network",TMS Entertainment,Manga,23 min. per ep.,23,Comedy,Nippon Television Network,TMS Entertainment
Guskou Budori no Denki (2012),6.27,"Slice of Life, Kids, Drama, Fantasy",Movie,1,"Bandai Visual, Dentsu, Asahi Shimbun, BS11, Visual Vision, Rironsha, Media Do, Studio elle, BS NTV",Tezuka Productions,Novel,1 hr. 46 min.,106,Drama,Bandai Visual,Tezuka Productions
Hishoka Drop The Animation,6.35,Hentai,OVA,1,Pink Pineapple,G-Lam,Manga,26 min.,26,Hentai,Pink Pineapple,G-Lam
Kyoto Animation: Ajisai-hen,5.62,Magic,Special,1,"Lantis, Rakuonsha, Animation Do",Kyoto Animation,Original,30 min.,30,Magic,Lantis,Kyoto Animation
Fate/Zero: Onegai! Einzbern Soudanshitsu,6.67,Comedy,Special,6,Aniplex,ufotable,Original,15 min. per ep.,15,Comedy,Aniplex,ufotable
Shinryaku!! Ika Musume,7.49,"Slice of Life, Comedy, Shounen",OVA,3,"Lantis, Glovision",Diomedéa,Manga,24 min. per ep.,24,Comedy,Lantis,Diomedéa
Hunter x Hunter Movie 1: Phantom Rouge,7.24,"Action, Adventure, Fantasy, Shounen, Super Power",Movie,1,"VAP, Nippon Television Network, TOHO animation, Shueisha, Hiroshima Television",Madhouse,Manga,1 hr. 37 min.,97,Action,Shueisha,Madhouse
One Off,6.44,Slice of Life,OVA,4,"Dentsu, TYO",TYO Animations,Original,15 min. per ep.,15,Slice of Life,Dentsu,TYO Animations
Galaxy Angel Specials,6.8,"Comedy, Sci-Fi",Special,2,Broccoli,Madhouse,Game,13 min. per ep.,13,Comedy,Broccoli,Madhouse
Houkago no Tinker Bell,5.65,"Comedy, Drama, Mystery, Romance, School, Slice of Life",OVA,1,Youmex,Production Reed,Light novel,46 min.,46,Comedy,Youmex,Production Reed
Kyoto Animation: Hoshi-hen,5.79,Fantasy,Special,1,"Lantis, Animation Do",Kyoto Animation,Original,30 min.,30,Fantasy,Lantis,Kyoto Animation
Jormungand: Perfect Order,7.94,"Action, Adventure, Seinen",TV,12,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions",White Fox,Manga,24 min. per ep.,24,Action,Geneon Universal Entertainment,White Fox
Tari Tari,7.32,"Music, Slice of Life, School",TV,13,"Bandai Visual, Dentsu, Sotsu, Lantis, Pony Canyon, Showgate, Good Smile Company, Infinite",P.A. Works,Original,24 min. per ep.,24,School,Lantis,P.A. Works
Fuse: Teppou Musume no Torimonochou,7.36,"Action, Drama, Historical, Supernatural",Movie,1,"TV Tokyo, Sotsu, MediaNet, Kids Station, Nippon Columbia, Asmik Ace, Q-Tec, Tokyo Theatres, Bungeishunjuu, Toppan Printing, Keisei Electric Railway, TMS Music",TMS Entertainment,Book,1 hr. 50 min.,110,Action,TV Tokyo,TMS Entertainment
Chouyaku Hyakuninisshu: Uta Koi.,7.48,"Comedy, Historical, Romance, Josei",TV,13,"TV Tokyo, Aniplex, Nihon Ad Systems, DAX Production",TYO Animations,Manga,24 min. per ep.,24,Comedy,Aniplex,TYO Animations
High School DxD Specials,7.27,"Ecchi, Comedy, Harem, Romance, Demons, School",Special,6,"Genco, Lantis",TNK,Light novel,4 min. per ep.,4,Comedy,Lantis,TNK
"Kono Naka ni Hitori, Imouto ga Iru!",6.6,"Comedy, Ecchi, Harem, Mystery, Romance, School",TV,12,"Lantis, TBS, DAX Production",Studio Gokumi,Light novel,24 min. per ep.,24,Comedy,Lantis,Studio Gokumi
Recorder to Randoseru Re♪,6.87,"Comedy, School, Seinen, Slice of Life",TV,13,Takeshobo,Seven,4-koma manga,3 min. per ep.,3,Comedy,Takeshobo,Seven
